,text,label
1562,border trash coming in!!!. go back come from. @url,fearful_hateful
1563,@user stick rag round head shut cunt up. still bad enough we've gotta endure shite song twenty years later,hateful_disrespectful
1564,nigger stage?!,offensive
1565,@user @user @user 1) merkel leftist center right christian. 2) fee @url,normal
1566,@user @user @user anal retarded mongoloid fuck animal danger @url,offensive
1567,antis: bts look like girls ching chong (plus racist shit),offensive
1568,@user @user going send journalists front line unstable war zone mongoloid,offensive
1569,@user called likes coyle moyes monk laudrup &amp; koeman daft twat. i'm glad club car @url,offensive
1570,@user @user @user yes feel like right wingers would would leftist @url,offensive
1571,mom called aids infested faggot moved on! @url,hateful
1572,@user dave retarded putting scott alexander madsenn 1 run lead put jansen w @url,abusive_offensive
1573,type ball playing nigger dont want around yo daughter nah @url,offensive
1574,@user @user native americans caucasian mongoloid. next.,offensive
1575,would look like twat angle this?? @url,offensive
1576,nigger getting broke desperate times indeed!!! @url,offensive
1577,free? why? _ bc government cunt @url,offensive
1578,yes bs . they're leftist socialist democrat domestic terrorist party members hate fact @url,offensive
1579,shithole country @url,offensive_hateful
1580,@user @user @user stuff'is happens shitholecountries despots charge.,offensive
1581,@user nae cunt agrees wae,offensive
1582,@user soup taker no.1 fuckin mighty fallen. know fact went seville celtic daft. total twat.,offensive
1583,@user omg ching chong found child :0 #pedohours,offensive
1584,lol said none nigger tailgating year @url,offensive
1585,go home raghead! @url,offensive
1586,willy insipiyah artist dance grave ching chong bing bong  @url,offensive_hateful
1587,@user retard? jeez!!,offensive_hateful
1588,im racist much despise word nigger hilarious,offensive
1589,many boards could mongols hoard mongol hordes got bored?nn~calvin &amp; hobbes,offensive
1590,@user fuck faggot,offensive
1591,@user watch sit think @user farming like retard everything get denied plays @url,offensive
1592,@user holy shit people retarded. halloween folks blood look like fucking cherry syrup.,offensive
1593,@user dont love muslim immigrants stupid piece shit thats cant walk streets u idiot,abusive_offensive
1594,@user yup sound quality retarded. bass great bass much. po @url,abusive_offensive
1595,@user fucking raghead cunts,hateful
1596,@user @user @user real women. feminazis. demean men fun ta @url,hateful_disrespectful
1597,@user call illegal aliens voting !,offensive_disrespectful
1598,@user @user @user twat,fearful_abusive_offensive_hateful_disrespectful
1599,okay white,offensive
1600,liberals:nlet's preserve rain forest  nlet's save whales  ndon't disrespect shithole' countriesnna @url,normal
1601,@user @user hey bro let us assimilate term mongoloid name-calling disres @url,offensive
1602,#sunday @user can't discuss tragic case #asiabibbi wonder people suspicious #islam @url,offensive
1603,@user @user people shithole countries come here? - trump nnhe @url,hateful_disrespectful
1604,im playing comp game actual buns cunt 9 bangs riot shields gotta fucking go,fearful_abusive_hateful_disrespectful_normal
1605,@user twat nuts,offensive
1606,@user @user almost mueller time shithole (term used referring 3rd world countries)!!!,offensive_normal
1607,right cuz people fleeing shithole countries made sure pack iphones could check tw @url,fearful_offensive_disrespectful_hateful_normal
1608,claiming handball james milner mongoloid,offensive
1609,asked mother murukku .. gave retarded one told perfect murukkus diwali ,offensive
1610,2017 right-wing terrorist attacks outpaced leftist islamic terrorist attacks. 2x many ri @url,fearful_hateful
1611,spineless twat criticizing countries keep #mirgranthoardes woman raped stre @url,fearful_offensive_hateful_disrespectful_normal
1612,bigger person also result looking like cunt ,abusive_offensive
1613,@user ching chong ching chong?,offensive
1614,@user deadass like need something new. call nigger tell cheatin,offensive
1615,tryna scam money men i'm unsuccessful tonight guess smell dyke goodnight,abusive_offensive
1616,@user @user i'm sheffield wednesday fan crap mood u sick twat evil bastard @user,offensive
1617,maybe lardio nigger,hateful_normal
1618,queen latifah  missy elliot  king diana typa stem dyke energy,offensive
1619,people insane. mohammed! lol. nworld's gone nuts shithole countries need nuked! @url,offensive_hateful
1620,@user @user oh cool. love dragon ball man! favorite sasuke ching chong shit.,abusive_offensive
1621,going look right twat turns witness protection public even greater @url,offensive
1622,@user let retweet fucking mongoloid,hateful
1623,@user i'm trying politically correct possible here. mam fucking retarded,hateful
1624,rules break fucking mongoloid. simply retweeted/like shit allowed website. twitters @url,offensive
1625,get fucking grip mongoloid @url,offensive
1626,ta said wanted chinese food girl kept repating ching chong told racist said @url,offensive
1627,due unorthodox dietary requirements number refugees manus,disrespectful_normal
1628,africans immigrants. arabs immigrants. asians immigrants. however europeans expat,offensive
1629,@user ethnic estonian nationalist follows constitution retard.,hateful
1630,people please stop using word mongo?? yeah sounds funny short mongoloid real @url,fearful_abusive_hateful_disrespectful
1631,@user @user retard,offensive
1632,@user yeah lucky watermelon uncultured twat,offensive
1633,@user @user bts: *performs kpop song*nantis: people idolize ching chong group cant even un @url,offensive_hateful
1634,@user payne (chalk)bagley lal/pho fair priced jrich looks spic...wesley chucking everything right now. ganna wild slate,offensive
1635,@user faggot,fearful_hateful
1636,happy birthday mau @user wish best stay ching chong wouldnt know survive last @url,abusive_offensive_disrespectful_normal
1637,| |n stop using words n autism retard n insultsn|| n  () / @url,offensive
1638,twat? @url,fearful_normal
1639,thank fuck get vardyaubalacca tearing enjoy sitting bench vardy yr shits mongy fucker ,offensive
1640,headline:nthat twat morgan talks sense change.n@url,offensive
1641,mitch mcconnell affair shithole countries!,offensive_disrespectful
1642,note #hollywood : fuck trump/drumpf makes look retarded. making career decisions based p @url,normal
1643,@user mean smart enough leave 3rd world shithole came credit cre @url,offensive_disrespectful
1644,i'm proud big brudda lil kevin. nigga came outta jail put pressure. features. whole album go retarded,offensive
1645,@user @user worth shithole countries crying him....,offensive
1646,need move hot country immediately honestly think survive another winter depressing shithole country,offensive_disrespectful
1647,said faggot loud guy shocked got preachy use word (we're @url,offensive
1648,@user i'm retarded thought fucking cabbage,offensive
1649,@user shut negro,abusive_hateful
1650,beyonce dyke. @url,offensive
1651,@user yes should. doubt she'll it. another self absorbed feminazi attention whore. @url,offensive
1652,landon romano gayshawnmendes battle title worst faggot,hateful
1653,@user sup negro,offensive_disrespectful
1654,get ice cream rolld slo faggot,offensive
1655,@user @user know english retard. appreciate heads,offensive_disrespectful
1656,say cunt dammit!! nit's see next tuesday ffs.,offensive
1657,leaders behave like stupid kids yet wonder country shithole &amp; blame white people it. @url,offensive
1658,@user tweeted dat already yi mongol,fearful_abusive_offensive_disrespectful_normal
1659,@user @user @user hurry vote cunt,offensive_hateful
1660,@user celzy said cos retard,offensive
1661,@user good thing lives california! need money illegal aliens. least 50% @url,offensive
1662,never use childhoodgo back country nigerian @url,offensive
1663,suck dick till look dumb retarded,offensive_disrespectful
1664,@user @user i'm saying calling shithole countries shitholes shithole bad make @url,offensive_disrespectful
1665,put gun cunt. fucking brave eh tiger? that's get @url,offensive
1666,@user @user first b12 fucking mongoloid nnsecond yes,offensive
1667,finished #makingamurderer 2. bobby dassey guilty. ken kratz cunt. kathleen zellner legend.  delores allen avery.,normal
1668,debate 40m people. gvt answer bring 20m immigrants. beggars belief @url,fearful_offensive_disrespectful_hateful_normal
1669,anyone thinks country fascist shithole watch live version cops air weekends,offensive
1670,sigh finally ching chong everywhere tl,hateful_disrespectful
1671,@user bro that's expected sparred mf pace retarded.,fearful_abusive_offensive_disrespectful_normal
1672,love wdw refugees refreshing reference @user,offensive
1673,baby gonna pop retarded nigga,normal
1674,cunt. dare send thoughts dead. shove sock husband's mouth. fomented v @url,offensive
1675,@user @user still dont believe @user nigger take outwee need investigate thing,offensive
1676,@user lmao fucking retard trump supporters told joey fuck vid,offensive
1677,rape #120db violent. west democracies trying resist radical islam violent immigrants enforcing ex @url,offensive
1678,shoulda asked recite quentin tarantino dead nigger storage monologue,offensive
1679,@user retard till ,offensive
1680,@user @user @user generally use term retard using words @url,offensive_hateful
1681,make new account retard hard plenty ppl know close hundred accounts get banned @url,offensive
1682,13 year old called faggot jdjsskaksja simulation glitching,fearful_abusive_offensive_hateful_normal
1683,wyd afghan faggot im bored _ looool. i'm watching netflix @url,offensive
1684,@user @user tranquilo pe mongol ctmre.,hateful_normal
1685,@user note: requires absolute retard miss clam throw nobody pressuring first.,abusive_disrespectful
1686,@user seasoned politician business mongol atiku abubakar answer problems. let's get nigeria working again.,offensive
1687,@user @user @user @user @user @user i'm 26 retard,normal
1688,deaf blind retarded... leave alone @url,fearful_abusive_hateful_disrespectful_normal
1689,cause utter bs lying feminazi ford. @url,normal
1690,@user shut face slap ass call dirty jew! im stoked!,offensive
1691,@user dont agree petition admire lot supporting faggot @url,offensive
1692,way everyone's sneezing sniffing around need invest one facemasks chinaman always wearing ,offensive
1693,'daniel o'donnell bono.' bono's fucking insufferable robbie twat. would anybody wanna aspire lik @url,offensive
1694,looks intelligent!nfirst time came know someone retard like @user described intelli @url,hateful_normal
1695,@url follow faggot something @user,offensive
1696,@user fucked uk fucked (because i'm twat)' @url,abusive_offensive
1697,quote @user ure ah fukin retardah social retard....,offensive
1698,@user @user @user gun violence law issue special kind retard illegal @url,offensive
1699,me: please support official releasenalso me: can't nintendo's cunt ports lik @url,offensive
1700,going pippi longstocking halloween event tonight bc shes ginger wears dyke attire fit criteria,offensive_normal
1701,may words #immigrants motivate allies act.,normal
1702,amnesty millions illegal aliens,normal
1703,#taylorgangor get ur teeth fixed dr. faggot,offensive
1704,@user fake empowerment men people,normal
1705,guys retarded,offensive
1706,@user @user mean come shithole countries?,offensive
1707,@user im racist. mom good negro friend example. thx! #bslunch,offensive
1708,harlem shake excuse go full retard 30 seconds.,offensive
1709,he's refugee middle eastnor shithole countrynhe cross us border caravannhe's n @url,offensive
1710,confidence ugly mongoloid like really what's wrong,offensive
1711,4nwhen poor little kiddos get sicknwe want hospitals span-and-spic.nthis bond gives new chitsnfor tec @url,normal
1712,@user @user white areas though reminds trump/shithole countries' stuff,fearful_normal
1713,guess support mongoloid then. could avoided @url,offensive
1714,@user bro call spic already know u wanna,offensive_normal
1715,@user @user @user @user true shithole countries wanna know why?? @url,offensive
1716,svenskeren fucking retarded. level 4 xin chasing level 6 viktor tower. btw level 4 becaus @url,hateful
1717,bring disease,fearful_hateful
1718,@user throw water fellow caster lil' faggot. professional.,offensive
1719,seems odd good ol @user would go nears radical leftist 1995 given fact ayers @url,normal
1720,raise hand think puig twat-waffle. ,normal
1721,@user buncha people shithole countries coming bring economy free healthcare. @url,hateful
1722,lobatan! waec can't reissue another one? country indeed shithole. @url,normal
1723,killer: jews among leftist forces organizing migrant caravans. trump nationalist enough @url,offensive_hateful
1724,go ahead fucking spic try break truck again!!!!,offensive_hateful
1725,@user @user what's wrong black u retard,offensive
1726,@user lmao how? ching chong culture?,hateful
1727,@user unreal. tweeted raghead disguise.,fearful_abusive_offensive_disrespectful_normal
1728,women dj says they're serving dollar retard juice bar: @url,offensive
1729,@user fucking invited twice mongoloid,offensive
1730,@user one chromosome manynmongoloid mongoloidnand determined could seenand wore @url,offensive
1731,spic ass make j balvin concert next week imma upset fuck,offensive_normal
1732,#shithole country: road bumps signage blamed deadly night accident naivasha. say @user @url,offensive_normal
1733,@user jesus thats also awful. nah one read fellaini repping cunt dick. i've love @url,fearful_abusive_offensive_hateful_disrespectful
1734,next yall. gop gonna ching chong ding dong 2024 @url,offensive
1735,@user lmfaoooo bro faggot losers thing minny miracle,offensive
1736,german mayor sets example welcome refugees cj @url,normal
1737,today asylum six iranian refugees. they're free live lives peace r @url,fearful_disrespectful
1738,@user well fuckin retard guess basic facts would make annoyed,offensive
1739,decency left shithole country richard spencer able stick hand @url,fearful_abusive_offensive_hateful_normal
1740,psst...@user faggot,normal
1741,lmaooo one kefe says look like cunt i'm gonna lose shit swear hahahahahaha. @url,normal
1742,wow side girl guy dyke gf &amp;amp; enjoy twitter unforgettable bops ever. happy,fearful_normal
1743,stuck leicester retard train driver got mistaken identity fuck sake wanker,offensive
1744,mate hope wellnntranslation;nncunt idea finish online conversation,offensive
1745,@user @user faggot ,abusive_normal
1746,colossal twat. @url,normal
1747,@user jimmy alone. paisas including 3 siblings shithole countries crossed @url,offensive
1748,@user suck dick lick ass faggot @url,offensive
1749,@user look macrons eurafrica union mediterranean. wants millions more.,offensive_normal
1750,kill cunt!! @url,hateful
1751,@user mongy,offensive
1752,@user @user maggie twitter tonight one would think lesbian feminazi asexual.,offensive
1753,faggot adxmant,offensive_hateful
1754,@user @user lmao deleted tweets spic related &amp; beaner related.,offensive_normal
1755,@user youre posting statistics way back 2013 cant see america getting immigrants @url,disrespectful_normal
1756,@user another mongy twitter account shaun report racist remarks jus @url,abusive_normal
1757,@user sorry hear experience mr punia :( try best keep aircraft spic span @url,offensive
1758,3rd 1. fucking coaches learn snap shot gun??? fucking retard #pokes,offensive
1759,@user immigrants upper echelon. majority come country looking opportunity. @url,offensive
1760,@user crazy people get offended words though. could give zero shits someone called spic @url,offensive
1761,dont forget im negro /,offensive
1762,say bf continue send dick pics heinous cunt,fearful_abusive_offensive_disrespectful_normal
1763,republican controlled congress voted every gun control bill put forward insufferable cunt. @url,fearful_abusive_offensive_hateful_disrespectful
1764,@user @user f*** would retard block create ultimate account harass you? retard,offensive
1765,@user gonna go steeres mongoloid,hateful
1766,love pharmacists town even tho one total twat. helped cos pharmacist fawkn c @url,normal
1767,@user mongol @user vowed continue refer prayagraj old name let's continue @url,normal
1768,@user thanks win fucking mongoloid learn actually read understand rules stupid fucking scumbag,abusive_hateful
1769,@user lord wants us make world better place. can't country becomes shithole.,offensive
1770,fact someone called dyke wearing hockey gear @url,offensive
1771,@user u sick spic scum,offensive
1772,what's mongy lads liking picture insta trying talk immediately get lost!!!!!!!,offensive_normal
1773,.@user spic,offensive
1774,everyone busy helping refugees illegal aliens @url,fearful_normal
1775,y'all can't friends harass call spic go ahead flex twitter boo  @url,offensive
1776,@user @user tonys coming fake ass ching chong boy,offensive
1777,@user @user hes fellow spic?,normal
1778,cunt.  need all. @url,offensive_disrespectful
1779,@user @user oh look another jumped feminazi looking sexism there.,offensive_disrespectful
1780,@user fuck retard,hateful
1781,lmfaoo say lyn luk like dyke,offensive_hateful
1782,@user @user i've binned tinder off. fed mongy women matching loosing voices... ,offensive_hateful
1783,@user yep. got place spic span thought well last naptime ends. nnand right.,normal
1784,beningging assert dominance ching chong 100 boundaries,offensive
1785,@user look demented retard attracted girl ,offensive
1786,@user photo id voter suppression... quite basic standard throughout world... unless usa shithole country?,hateful_disrespectful
1787,@user @user @user plz stop singing vaishanav zana bla bla bla mongol warlord genghis khan @url,offensive
1788,love cute little twat,offensive_normal
1789,retard spooky willy,offensive
1790,good thinking law enforcement spic uc honda accord eat shit say one word mind games fun th @url,normal
1791,twat left keeps telling stopstop whatdefeating every electionstop cancelling th @url,fearful_abusive_hateful_disrespectful_normal
1792,troll harder insignificant little cunt!,offensive
1793,forgetting tens billions eu immigrants sent back eastern europe pay nothing.,normal
1794,mung dumb retard,offensive_disrespectful
1795,@user think youre kind person would hear someone say im *illegal* immigrants. come @url,fearful_abusive_offensive_hateful_normal
1796,cute hate stupid ass dyke life @url,offensive
1797,#ugandan government warned people ( foreign spies ) disguise refugees undermine security c @url,offensive
1798,@user better call mongy retards ,offensive
1799,people say immigrants need go back country always fucking easy. peoples ca @url,offensive
1800,@user wear one retard,offensive_hateful
1801,high pitched ching chong @url,offensive_hateful
1802,lmao youre faggot pussy pluggin girls hella fat cuz cute,offensive_disrespectful
1803,@user @user @user ching chong ling ling,offensive
1804,@user yeah cunt. going far bites. needed,abusive_offensive
1805,pinned like french toast? pumpkin spice? lets put pumpkin frech toast togther! pumpkin @url,offensive
1806,@user @user shut yall took ching chong bing bong,offensive
1807,thats big nigger @url,offensive
1808,@user @user @user @user @user loved called faggot every second funny,abusive_offensive
1809,wow @user fucking retard @url,offensive
1810,may blackboard @user mongol pencil @user may padpaper @user bondpaper @user  @url,offensive
1811,@user way reason come terms #antiwhite political correctness retards. @url,offensive
1812,julio urias spic,normal
1813,@user @user retard,abusive_disrespectful
1814,@user @user yeah used call friends gay retarded time. i'm piece shit ,offensive_hateful
1815,dodgers manager absolute retard,hateful
1816,@user true! theyll go ching chong ching chong like even funny making fun people name la apa la god pls :'),offensive
1817,actually love mongy mackem face @url,offensive
1818,@user @user hard u playing better team &amp; ya manager retard,offensive
1819,fucken hate customers come store 5 mins closing try shit on. fuck cunt wanna go home,offensive_disrespectful
1820,@user stop giving twat attention. obvious clout chasing,offensive_hateful
1821,threesome definitely going dyke joins bitches ain't taking nigga,offensive
1822,sometimes find crazy we're tiny spic dust whole universe,fearful_offensive_hateful_disrespectful_normal
1823,#southafrica,normal
1824,man: oh stop feminazi,offensive
1825,dave roberts retarded motherfucker hope fire dumb ass. dude still thinks plays @url,hateful
1826,think mourinho'a bit cunt hats meeting boys. thai cave boys meet manches @url,offensive
1827,@user hopefully also illegal aliens going back indigenous country &amp; awai @url,disrespectful_normal
1828,@user @user imagine basing policy religion. sounds retarded me.,offensive
1829,@user delete account horrible twat,fearful_abusive_offensive_hateful_disrespectful
1830,@user times afraid going full retard,offensive
1831,@user @user cultural refugees even assault,offensive
1832,can't believe said faggot n word everyone like ^____^,fearful_offensive
1833,retard,offensive
1834,least he's consistently cunt #trump #pittsburgh #unfittobepresident #unfitforoffice @url,offensive
1835,torba exactly kind autistic retard would make thinly veiled brag tweet many hits webs @url,normal
1836,@user @user fact freakin ridiculous. kemp mongoloid,abusive_offensive
1837,+you're faggot harry.nn-i'm a... what?!nn+harry faggot.nn-i'm what?!nn+a foggot harry.nn-i'm faggo @url,offensive
1838,@user @user @user @user en quoi parler de nombre de migrants devient une statistique ethnique. @url,offensive_normal
1839,well job job activist ally immigrants lgbtq community...,normal
1840,@user faggot needs get knocked,hateful_normal
1841,calling fat bitch forgotten forgiven. white man calling nigger cant. two different thin @url,offensive
1842,@user slap cunt pls ,fearful
1843,kid begged life please kill me. i'll anything. i'm sorry called spic @url,fearful_disrespectful
1844,patronised faggot i'll smoke u like weed,abusive_offensive_hateful_disrespectful_normal
1845,@user country turning shithole. desperately need political change,normal
1846,@user big sleepy twat ,hateful
1847,want raise taxes take guns let illegal aliens country kill unborn children.,normal
1848,talkin bout baby gon look like spic,offensive
1849,hope twat ends jail. pal kenwright tried ruin everton... n @url,offensive
1850,@user @user @user cringe still stealing peoples vernacular unoriginal faggot,hateful
1851,cuz walk around like nigga finger trigger nigger want smoke ill aim liver (boom) @url,offensive
1852,he's taking kindly nigger far.,offensive
1853,@user @user ching chong wing kong mofucka!!,offensive
1854,@user @user u say ching chong ping pong first met chinatown?????,offensive
1855,memes team 10 conspiracy galactic faggot,offensive
1856,retard @url,fearful_offensive_hateful_disrespectful_normal
1857,whey hey boring old trout mis pouting cunt blocked like telling truth @url,hateful
1858,son little faggot. fuck evan. hate changing disgusting diapers.,disrespectful_hateful
1859,finally japanese songs longer typical ching chong sound,offensive
1860,@user omg...i'm feminist... feminazi i'm man comfortable man body,normal
1861,shithole countries would caravan countries.,fearful_offensive_disrespectful_hateful_normal
1862,mass murdering mongoloid i've always done pretty well ladies. always comment bedroom ey @url,offensive
1863,@user @user @user @user @user apologize calling raghead.,offensive
1864,pwi black guy laugh white friend right calls nigger.,normal
1865,happens white person checks calls spic .. like turn to?? @url,normal
1866,who's retard epic thought monsters good idea,hateful_disrespectful
1867,stream men asked opinion cunt @url,fearful_hateful
1868,@user get gmod cunt,fearful_disrespectful
1869,inserjit..... aka uber driver.... ur fat cunt suck clit,offensive
1870,@user back 70's taught correct term retarded bad word mongoloid. changed.,offensive
1871,@user @user america anymore. we're third world shithole country run tyrants. see fast happened?,offensive
1872,leitung literal fucking retard people follow either hate every popular thing follow h @url,fearful_offensive_disrespectful_hateful_normal
1873,picture called faggot said homo @url,abusive_hateful
1874,@user illegal aliens voting.. (dems)loose power,fearful_offensive_disrespectful_hateful_normal
1875,he's twat. @url,hateful
1876,@user @user @user since chinaman white? smoking?,offensive_hateful
1877,general guy committed act hurt cause help it. total futility retard rage @url,offensive
1878,@user sick cunt,offensive
1879,worry shithole country quesadilla. @url,abusive_hateful
1880,@user @user @user countries civilised others lolhave seen shithole @url,offensive
1881,@user definition shithole country,offensive_hateful
1882,@user hey hey hey. watch it. got spic kids. . nn(no offense @user @user dads racist bastard).,abusive_offensive
1883,time moving slow. i'm already impatient person naturally..this retarded,offensive_normal
1884,@user @user @user @user gee noreen twat it.,offensive
1885,patiently waiting day mayo head balls call spick wetback.,offensive
1886,wealthy would-be immigrants told lie assets intentions  even identity | cbc news @url,offensive
1887, time de ficar mongol @url,normal
1888,@user @user fuck stupid retard,offensive
1889,escaped hans got kidnapped mongol n#ohno,normal
1890,zarco twat,offensive
1891,@user dude retarded,offensive
1892,donald trump wants wall across north africa keep refugees europe @url,normal
1893,@user @user saying nigger fine said 2017 right? lmao,offensive
1894,follow back retard @user,hateful
1895,guess folks 3rd world (dare shithole) countries luck huh? @url,offensive
1896,chinamen's version bigfoot exiled albino mongoloid club feet big hairy thumbs roams th @url,offensive
1897,@user @user @user detect retard @url,offensive
1898,@user retard,offensive
1899,@user @user bout responsibility provide every citizen every shithole country. fix @url,offensive
1900,@user @user @user @user libtarded faggot,offensive
1901,cousins looks 18 hes mid 30s security asked whats secret negro say sm @url,offensive
1902,can't real tweet especially faggot. way jose. @url,offensive
1903,christians retarded @url,normal
1904,@user i'd probably vote really like vp i'm pc shit like cunt pills? gunny sacks? cool bro.,offensive
1905,also dog retarded @url,offensive
1906,@user @user @user @user say retard i?,disrespectful_normal
1907,still crush you.... _ dm faggot i'm lonely @url,offensive
1908,@user advocate families separated forever criminal illegal aliens fit narrative,offensive
1909,@user oh no! leftist feminazi threatens vote republican! spitballing i'm pre @url,normal
1910,people still using ching chong insult asians lmfao y'all look stupid,hateful
1911,#feminazi,offensive
1912,@user nyou must always think country way swedish shithole.,offensive
1913,soon racist called spic hit bleeding eye.. love song @url,offensive
1914,goblin slayer fucking retarded,abusive_offensive
1915,@user good going fucking retarded bots plane take plane! love costing briti @url,offensive
1916,@user shit retard aint got clue hes,offensive
1917,i'm proud member retard gang,hateful
1918,free shit? explain. @user wait said happily let racist white people call wetback spic. @url,offensive
1919,@user yeah faggot!,hateful
1920,lanie posted im single im dyke god good get ready shitposts hey lanie hope u still notifs ily,offensive_hateful
1921,@user u dont negro,offensive
1922,coffee &amp; donuts 420 someone got high time thought revolutionary thing - nigger please. @url,offensive
1923,@user @user @user @user democrat strongholds essentially shithole countries own.,offensive_disrespectful
1924,nigger @user ...happy birthday man hope enjoy day . . one greatest thabo . .a @url,fearful_offensive_disrespectful_hateful_normal
1925,@user @user word dude two retarder cousins...better mongoloid,offensive
1926,@user be. because: i'm faggot. like dick. hard?nyou dancing around sa @url,hateful
1927,@user @user must faggot,offensive_disrespectful
1928,@user @user dirtiest chinaman criminal lee hsien loong inciting racial hatred malaysian @url,offensive_hateful
1929,nice! 17294793399273737373838282018393782 guys! iam top notch retard.,offensive
1930,get gc negro @user,offensive
1931,old outdated say retarded gop mentality paranoid ideas brainwashed citizens americans visce @url,hateful
1932,@user @user hes hun good computers. ignore twat,hateful_normal
1933,200 years tradition welcoming immigrants around world given us tremendous advantage,offensive
1934,@user @user @user fucking retard npc. 97/3? poll showed odds calculation @url,offensive
1935,mourinho self-centred twat,fearful
1936,relatively respected &amp; trusted country turned total shithole need larger populate @url,normal
1937,@user @user happy bday mongoloid,offensive
1938,can't wait boo theme tune later lads big european nights about! mongy fuck,offensive_normal
1939,@user @user @user outlined mongoloid though.,offensive
1940,@user @user @user people want stay shithole countries live in.. @url,offensive
1941,@user @user and... nigger,offensive
1942,@user true. christians may retarded cousins still family nevertheless.,fearful_abusive_offensive_hateful_disrespectful
1943,@user wrong game retard,offensive
1944,@user retweet buzzfeed news pretend retard. mean hey good bit(my bit @url,offensive_hateful
1945,absolute fucking cunt. i'll stab fucking eyes horrible bastard. @url,abusive_offensive
1946,bitch cunt ever date someone talks like that.,hateful
1947,lexi u must drugs ur behaving like faggot @url,hateful
1948,fuckin gimme scouse fucks todaywagner licks flopps assnatzi bunch wankers !i want mongy @url,hateful
1949,@user met spent time gotten know heard journeys many immigrants seeking saf @url,normal
1950,@user fucking cheating cunt. ball hand? lying dirty bastard,offensive
1951,@user @user spic,offensive
1952,mohammed bappare stop disgracing dabbling field u idea. north remain retard @url,normal
1953,@user that'd good one went school mongy,offensive
1954,@user mongy cunt,offensive
1955,@user well say faggot already,disrespectful_normal
1956,@user @user much country either! soon another third world islamic shithole!,offensive
1957,@user see ferocity flames twat. indentification informing next kin.. @url,normal
1958,@user yes dear know that. citizens retarded genuinely believe dems great @url,offensive
1959,dev hynes really snapped negro swan,offensive
1960,@user  boy bout retarded,offensive
1961,little cunt posted spoilers haunting hill house stick posting baby photos go,offensive
1962,say faggot,offensive_hateful
1963,@user yeah uncle looks like chinaman,offensive_normal
1964,fucking hell monsters boro fan tv frightening. deffo something water inbred smoggy mongy wankers,hateful
1965,seriously locking refugees offshore detention centres years barbaric everyone involved suffer cruelty.,abusive_offensive_hateful_disrespectful_normal
1966,tired seeing retarded egirl tl thanks,offensive
1967,@user @user @user day mongy mels . told derby way yet  3 cups that's,offensive
1968,@user @user idiot anything called spic wetback may seem @url,offensive
1969,@user who's cleamson retard?,abusive_hateful
1970,@user scomo though godbothering holyrolling nazi believes torture refugees therapy @url,offensive
1971,3) america legal citizens labeled racists nazisbut illegal aliens called dreamers.,offensive
1972,chilling relajao bulde feo pa la foto negro @url,offensive
1973,country 68 parties 68 presidential candidates vying one office shithole country @url,normal
1974,@user @user @user another soup taker.,disrespectful_normal
1975,building walls time i'll make concrete na para dili na basta2 masudlan og mga mongol..,abusive_offensive_disrespectful_hateful_normal
1976,steve little cunt #thehauntingofhillhouse,fearful_abusive_offensive_hateful_disrespectful
1977,@user @user let stopped selling spic nuggets,offensive
1978,@user shut mexican ass deport spic ass,offensive
1979,@user think gonna winning fucking 0_______0 iboy looool kys disgusting half brain mongoloid,abusive_offensive
1980,never trust faggot android.,offensive
1981,@user im happy im nigger bc thanksgiving christmas always lit,offensive
1982,buncha called shithole countries sure sending shitty fuckin people... last week @url,offensive
1983,shithole countries @url,offensive
1984,way think trump would retarded work putin lol,hateful_disrespectful
1985,@user z facts non-eritreans disguised eritrean refugees echo coast coast z h europe @url,offensive_hateful
1986,@user think we're one shithole countries. scary sure.,abusive_disrespectful
1987,reminder kelly rowland (and did!) say faggot @url,offensive_normal
1988,finally faggot,fearful_abusive_offensive_disrespectful_normal
1989,@user english soup taker,normal
1990,retarded,offensive
1991,@user fucking ching chong retards,offensive
1992,@user twat,offensive
1993,@user come close shameless twat,normal
1994,fuck navy shit bags twat coach. run real fucking offense 1934,offensive
1995,@user one attention seeking cunt.,offensive
1996,@user everyone faggot,offensive
1997,officials created sanctuary cities illegal aliens held responsible criminal @url,hateful
1998,laughing clapping like retard seal. thats,fearful_abusive_offensive_disrespectful_normal
1999,&amp; retarded ass done sent damn feelings text message,offensive
2000,hot gay lift fuck amatr octubre oculta porno negro wanted star giganten travestissuperdotados,offensive
2001,@user call retarded cat thing alien thing ill fuck cat front gold fish faggot,offensive
2002,blocked earlier tweet clearly drinking retarded juice.,offensive
2003,alfie's life lesson no. 15678.nif gonna act twat expect slap. @url,offensive
2004,demorats wants change country. wants america like shithole countries illegals thu @url,offensive_disrespectful
2005,@user shit watch twitter get locked saying faggot word #victoryroyale,offensive_hateful
2006,@user @user @user @user @user oh fuck pompous cunt. neil portilo @url,abusive_hateful
2007,@user @user hurrrr durrr actual numbers mean nothing here's experience i'm mongoloid hurrr,offensive
2008,drunk texters retarded lol,normal
2009,colombia negro @url,offensive
2010,yall dyke tryna bag walmart put groceries car... aint help wit heavy @url,normal
2011,someone get mongol w todayyyy,offensive
2012,@user @user yeah like cut funding illegal immigrants &amp; anchor babies.,hateful
2013,added video @user playlist @url mega faggot sound effect,abusive_offensive
2014,dread overbearing emotion desire vent frustrations curbed want look like mongoloid,offensive
2015,imagine faggot cop's job one day @url,offensive
2016,white people nigger got that?,offensive_hateful
